response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_xsYEoqfwMWJdYul,8,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,1
R_xsYEoqfwMWJdYul,9,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,professional athletes,1
R_XTaKA4ywRSyRcCl,1,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,daily text messages from a coach,leading researchers,3
R_XTaKA4ywRSyRcCl,10,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",scientific evidence,3
R_XTaKA4ywRSyRcCl,11,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,3
R_XTaKA4ywRSyRcCl,12,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,a program created just for you,professional athletes,4
R_XTaKA4ywRSyRcCl,2,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",leading researchers,3
R_XTaKA4ywRSyRcCl,3,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,leading researchers,4
R_XTaKA4ywRSyRcCl,4,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,daily text messages from a coach,leading researchers,4
R_XTaKA4ywRSyRcCl,5,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,4
R_XTaKA4ywRSyRcCl,6,3 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,4
R_XTaKA4ywRSyRcCl,7,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,a method that has helped thousands,4
R_XTaKA4ywRSyRcCl,8,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",scientific evidence,4
R_XTaKA4ywRSyRcCl,9,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,leading researchers,4
R_Xu1XIHFlWuHkDap,1,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,leading researchers,3
R_Xu1XIHFlWuHkDap,10,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,the support of a community of people just like you,professional athletes,4
R_Xu1XIHFlWuHkDap,11,6 months,help you lead a better life,changing your sleep mindset,$20/month,the support of a community of people just like you,leading researchers,4
R_Xu1XIHFlWuHkDap,12,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,a program created just for you,scientific evidence,4
R_Xu1XIHFlWuHkDap,2,12 months,improve your health for the long-run,changing your sleep mindset,$30/month,daily text messages from a coach,scientific evidence,4
R_Xu1XIHFlWuHkDap,3,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,3
R_Xu1XIHFlWuHkDap,4,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",a method that has helped thousands,3
R_Xu1XIHFlWuHkDap,5,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",leading researchers,4
R_Xu1XIHFlWuHkDap,6,6 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,professional athletes,4
R_Xu1XIHFlWuHkDap,7,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",leading researchers,3
R_Xu1XIHFlWuHkDap,8,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,3
R_Xu1XIHFlWuHkDap,9,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,cognitive behavioral therapy,leading researchers,4
R_Y9oa4hDOe48RyFz,1,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,leading researchers,2
R_Y9oa4hDOe48RyFz,10,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,4
R_Y9oa4hDOe48RyFz,11,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",leading researchers,2
R_Y9oa4hDOe48RyFz,12,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,leading researchers,1
R_Y9oa4hDOe48RyFz,2,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,cognitive behavioral therapy,scientific evidence,2
R_Y9oa4hDOe48RyFz,3,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,daily text messages from a coach,leading researchers,3
R_Y9oa4hDOe48RyFz,4,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,scientific evidence,4
R_Y9oa4hDOe48RyFz,5,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",scientific evidence,2
R_Y9oa4hDOe48RyFz,6,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",a method that has helped thousands,2
R_Y9oa4hDOe48RyFz,7,6 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,scientific evidence,2
R_Y9oa4hDOe48RyFz,8,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",professional athletes,4
R_Y9oa4hDOe48RyFz,9,3 months,help you lead a better life,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",professional athletes,2
R_YalI6aOfjfWTqIp,1,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,4
R_YalI6aOfjfWTqIp,10,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,4
R_YalI6aOfjfWTqIp,11,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,a program created just for you,professional athletes,4
R_YalI6aOfjfWTqIp,12,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,professional athletes,4
R_YalI6aOfjfWTqIp,2,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,a method that has helped thousands,4
R_YalI6aOfjfWTqIp,3,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,4
R_YalI6aOfjfWTqIp,4,3 months,help you lead a better life,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,3
R_YalI6aOfjfWTqIp,5,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",leading researchers,4
R_YalI6aOfjfWTqIp,6,3 months,help you lead a better life,changing your sleep mindset,$30/month,"personalized, human coaching",scientific evidence,4
R_YalI6aOfjfWTqIp,7,3 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,4
R_YalI6aOfjfWTqIp,8,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,4
R_YalI6aOfjfWTqIp,9,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,4
R_yCSV2865YRmVm2B,1,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_yCSV2865YRmVm2B,10,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,1
R_yCSV2865YRmVm2B,11,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_yCSV2865YRmVm2B,12,12 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_yCSV2865YRmVm2B,2,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_yCSV2865YRmVm2B,3,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,scientific evidence,1
R_yCSV2865YRmVm2B,4,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_yCSV2865YRmVm2B,5,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,scientific evidence,1
R_yCSV2865YRmVm2B,6,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,leading researchers,1
